cosine_feature,count_feature,hr_std,hr_mean,time_feature,psg_label,hr_mean_diff
-0.348163,0.0,0.078487,0.10331,0.358333,2,-0.010347999999999996
-0.350207,0.0,0.073887,0.099395,0.366667,2,-0.003915000000000002
-0.35225,0.0,0.073276,0.100486,0.375,2,0.0010910000000000086
-0.354291,0.0,0.07123,0.10719,0.383333,2,0.006703999999999988
-0.35633,0.0,0.070414,0.108045,0.391667,2,0.0008550000000000085
-0.358368,0.0,0.067168,0.105506,0.4,2,-0.0025389999999999996
-0.360404,0.0,0.066775,0.105121,0.408333,2,-0.00038499999999999646
-0.362438,0.0,0.083473,0.113758,0.416667,2,0.008636999999999992
-0.36447,0.0,0.098581,0.124023,0.425,2,0.010264999999999996
-0.366501,0.0,0.114765,0.135558,0.433333,2,0.011535000000000017
-0.36853,0.0,0.130999,0.151168,0.441667,2,0.015609999999999985
-0.370557,0.0,0.134968,0.169335,0.45,2,0.018167000000000016
-0.372583,0.0,0.136456,0.183481,0.458333,2,0.014145999999999992
-0.374607,0.0,0.137966,0.195246,0.466667,3,0.011764999999999998
-0.376629,0.0,0.138705,0.210751,0.475,3,0.015504999999999991
-0.378649,0.0,0.132302,0.231882,0.483333,3,0.02113100000000001
-0.380667,0.0,0.127041,0.251288,0.491667,3,0.019406000000000007
-0.382683,0.0,0.124914,0.26707,0.5,3,0.015781999999999963
-0.384698,0.0,0.1236,0.282815,0.508333,3,0.01574500000000001
-0.386711,0.0,0.116583,0.29619,0.516667,3,0.013375000000000026
-0.388722,0.0,0.10599,0.308015,0.525,3,0.011824999999999974
-0.390731,0.0,0.100098,0.313883,0.533333,3,0.00586800000000004
-0.392738,0.0,0.091059,0.320599,0.541667,3,0.006716
-0.394744,0.0,0.082278,0.328131,0.55,3,0.007531999999999983
-0.396747,0.0,0.066444,0.339147,0.558333,3,0.01101599999999997
-0.398749,0.0,0.053649,0.350379,0.566667,3,0.01123200000000002
-0.400749,0.0,0.050579,0.359561,0.575,3,0.009182000000000023
-0.402747,0.0,0.053708,0.364767,0.583333,3,0.005205999999999988
-0.404743,0.0,0.055499,0.368526,0.591667,3,0.0037590000000000123
-0.406737,0.0,0.056115,0.369661,0.6,3,0.0011349999999999971
-0.408729,0.0,0.054642,0.367751,0.608333,3,-0.0019100000000000228
-0.410719,0.0,0.05631,0.370481,0.616667,3,0.00273000000000001
-0.412707,0.0,0.058325,0.376425,0.625,3,0.005944000000000005
-0.414693,0.0,0.058809,0.382338,0.633333,3,0.005913000000000002
-0.416677,0.0,0.063048,0.388564,0.641667,3,0.006226000000000009
-0.41866,0.0,0.065648,0.392523,0.65,3,0.00395899999999999
-0.42064,0.0,0.066601,0.394644,0.658333,3,0.002120999999999984
-0.422618,0.0,0.066742,0.395514,0.666667,3,0.0008699999999999819
-0.424595,0.0,0.066419,0.394605,0.675,3,-0.0009089999999999931
-0.426569,0.0,0.065952,0.396945,0.683333,3,0.0023400000000000087
-0.428541,0.0,0.064934,0.403964,0.691667,3,0.0070189999999999975
-0.430511,0.0,0.056801,0.412241,0.7,3,0.008277000000000034
-0.432479,0.0,0.043994,0.420811,0.708333,3,0.008569999999999967
-0.434445,0.0,0.033912,0.42691,0.716667,3,0.006099000000000021
-0.436409,0.0,0.028167,0.429671,0.725,3,0.0027610000000000134
-0.438371,0.0,0.027411,0.430102,0.733333,3,0.0004309999999999592
-0.440331,0.0,0.028171,0.42839,0.741667,3,-0.0017119999999999913
-0.442289,0.0,0.029567,0.429543,0.75,3,0.0011530000000000151
-0.444244,0.0,0.032496,0.432571,0.758333,3,0.003027999999999975
-0.446198,0.0,0.034134,0.435942,0.766667,3,0.003371000000000013
-0.448149,0.0,0.032642,0.439424,0.775,3,0.003481999999999985
-0.450098,0.0,0.032728,0.441493,0.783333,3,0.002069000000000043
-0.452046,0.0,0.033659,0.44277,0.791667,3,0.0012769999999999726
-0.45399,0.0,0.064332,0.431729,0.8,3,-0.011041000000000023
-0.455933,0.0,0.073377,0.423515,0.808333,3,-0.008213999999999999
-0.457874,0.0,0.106263,0.4379,0.816667,3,0.014385000000000037
-0.459812,0.0,0.153178,0.462872,0.825,3,0.024971999999999994
-0.461749,0.0,0.174642,0.484512,0.833333,3,0.021639999999999993
-0.463683,1e-06,0.178545,0.497238,0.841667,3,0.012726000000000015
-0.465615,1.3e-05,0.184129,0.491928,0.85,3,-0.005310000000000037
-0.467544,0.000158,0.22424,0.464722,0.858333,3,-0.027205999999999952
-0.469472,0.00138,0.299064,0.421271,0.866667,3,-0.04345100000000002
-0.471397,0.008449,0.370384,0.371014,0.875,3,-0.050256999999999996
-0.47332,0.036278,0.38353,0.346252,0.883333,3,-0.024762000000000006
-0.47524,0.109246,0.386789,0.332169,0.891667,3,-0.014083000000000012
-0.477159,0.230742,0.389119,0.318428,0.9,3,-0.013741000000000003
-0.479075,0.341835,0.391062,0.304277,0.908333,3,-0.01415099999999997
-0.480989,0.35521,0.391085,0.286855,0.916667,0,-0.017421999999999993
-0.4829,0.2589,0.390261,0.267089,0.925,0,-0.019766000000000006
-0.48481,0.132358,0.389832,0.245027,0.933333,0,-0.022062000000000026
-0.486717,0.04746,0.388528,0.225206,0.941667,0,-0.019821000000000005
-0.488621,0.011936,0.384961,0.208297,0.95,1,-0.01690899999999998
-0.490524,0.002105,0.380005,0.194781,0.958333,2,-0.013516
-0.492424,0.00026,0.379845,0.198987,0.966667,2,0.0042059999999999875
-0.494321,2.3e-05,0.378751,0.199297,0.975,2,0.0003100000000000047
-0.496217,1e-06,0.355899,0.172323,0.983333,2,-0.026973999999999998
-0.498109,0.0,0.32084,0.151162,0.991667,2,-0.021161000000000013
-0.5,0.0,0.296526,0.13815,1.0,3,-0.013011999999999996
-0.501888,0.0,0.28832,0.133468,1.008333,3,-0.004681999999999992
-0.503774,6e-06,0.290648,0.137367,1.016667,3,0.003898999999999986
-0.505657,0.000128,0.285376,0.149943,1.025,3,0.012576000000000004
-0.507538,0.001919,0.253942,0.172044,1.033333,3,0.02210100000000001
-0.509417,0.020146,0.199105,0.195133,1.041667,3,0.023089
-0.511293,0.148288,0.19177,0.200423,1.05,3,0.005289999999999989
-0.513167,0.765445,0.199771,0.214295,1.058333,3,0.013872000000000023
-0.515038,2.771009,0.246462,0.252569,1.066667,3,0.038273999999999975
-0.516907,7.03565,0.279873,0.290972,1.075,3,0.03840300000000002
-0.518773,12.529433,0.3172,0.335319,1.083333,3,0.04434699999999997
-0.520637,15.650608,0.334625,0.375435,1.091667,3,0.04011600000000004
-0.522499,13.712231,0.346112,0.419698,1.1,0,0.044263
-0.524357,8.426735,0.35711,0.46604,1.108333,2,0.046341999999999994
-0.526214,3.632241,0.366375,0.50956,1.116667,2,0.04352
-0.528068,1.098087,0.377592,0.551711,1.125,5,0.04215099999999994
-0.529919,0.232821,0.379608,0.579509,1.133333,5,0.0277980000000001
-0.531768,0.034618,0.376614,0.587651,1.141667,5,0.008141999999999983
-0.533615,0.003609,0.371744,0.593138,1.15,5,0.00548700000000002
-0.535458,0.000264,0.375916,0.582854,1.158333,5,-0.01028400000000007
-0.5373,1.4e-05,0.377739,0.578411,1.166667,5,-0.004442999999999975
-0.539138,0.0,0.392047,0.601934,1.175,5,0.02352299999999996
-0.540974,0.0,0.420854,0.650815,1.183333,5,0.04888100000000006
-0.542808,0.0,0.438321,0.714164,1.191667,5,0.06334899999999999
-0.544639,0.0,0.426994,0.781068,1.2,5,0.06690399999999996
-0.546467,0.0,0.377605,0.839011,1.208333,5,0.05794299999999997
-0.548293,0.0,0.33098,0.873604,1.216667,5,0.034593000000000096
-0.550116,0.0,0.32082,0.879166,1.225,5,0.005561999999999956
-0.551937,0.0,0.344154,0.850113,1.233333,5,-0.029052999999999995
-0.553755,0.0,0.357678,0.826111,1.241667,5,-0.024001999999999968
-0.55557,0.0,0.36541,0.796901,1.25,5,-0.02921000000000007
-0.557383,0.0,0.37941,0.767668,1.258333,5,-0.029232999999999953
-0.559193,0.0,0.398652,0.729898,1.266667,5,-0.03776999999999997
-0.561,0.0,0.411569,0.689088,1.275,5,-0.04081000000000001
-0.562805,0.0,0.422351,0.645525,1.283333,5,-0.04356300000000002
-0.564607,0.0,0.422109,0.603133,1.291667,5,-0.042391999999999985
-0.566406,0.0,0.420534,0.577596,1.3,5,-0.025537000000000032
-0.568203,0.0,0.420764,0.57463,1.308333,5,-0.002966000000000024
-0.569997,0.0,0.418646,0.578966,1.316667,5,0.0043360000000000065
-0.571788,0.0,0.418251,0.579636,1.325,5,0.0006700000000000594
-0.573576,0.0,0.427876,0.561588,1.333333,5,-0.018048000000000064
-0.575362,0.0,0.430508,0.508394,1.341667,5,-0.053193999999999964
-0.577145,0.0,0.399247,0.438612,1.35,5,-0.06978200000000001
-0.578925,0.0,0.33233,0.373659,1.358333,5,-0.06495299999999998
-0.580703,0.0,0.246657,0.323193,1.366667,5,-0.05046600000000001
-0.582478,0.0,0.182353,0.285916,1.375,5,-0.037277000000000005
-0.58425,0.0,0.154433,0.269263,1.383333,5,-0.01665300000000003
-0.586019,0.0,0.153087,0.268762,1.391667,5,-0.0005009999999999737
-0.587785,0.0,0.154986,0.272133,1.4,5,0.003371000000000013
-0.589549,0.0,0.151283,0.265663,1.408333,5,-0.006470000000000031
-0.59131,0.0,0.146891,0.256717,1.416667,5,-0.00894600000000001
-0.593068,0.0,0.147914,0.248623,1.425,5,-0.008093999999999962
-0.594823,0.0,0.150229,0.245354,1.433333,5,-0.003269000000000022
-0.596575,0.0,0.154519,0.23999,1.441667,5,-0.00536399999999998
-0.598325,0.0,0.160524,0.234231,1.45,5,-0.005759000000000014
-0.600071,0.0,0.161607,0.230987,1.458333,5,-0.003243999999999997
-0.601815,0.0,0.160163,0.220454,1.466667,5,-0.010532999999999987
-0.603556,0.0,0.153327,0.205083,1.475,5,-0.015371000000000024
-0.605294,0.0,0.145656,0.195193,1.483333,5,-0.009889999999999982
-0.607029,0.0,0.143302,0.185302,1.491667,5,-0.009891000000000011
-0.608761,0.0,0.144649,0.181763,1.5,5,-0.0035389999999999866
-0.610491,0.0,0.136397,0.191508,1.508333,5,0.009745000000000004
-0.612217,0.0,0.126499,0.200368,1.516667,5,0.008859999999999979
-0.613941,0.0,0.126171,0.198611,1.525,5,-0.0017569999999999808
-0.615661,0.0,0.122729,0.193076,1.533333,5,-0.005535000000000012
-0.617379,0.0,0.121724,0.192283,1.541667,5,-0.0007929999999999882
-0.619094,0.0,0.112673,0.184291,1.55,5,-0.007991999999999999
-0.620806,0.0,0.089211,0.169995,1.558333,5,-0.014296000000000003
-0.622515,0.0,0.078227,0.154275,1.566667,5,-0.015720000000000012
-0.624221,0.0,0.07667,0.142732,1.575,5,-0.011542999999999998
-0.625923,0.0,0.076479,0.132202,1.583333,5,-0.010530000000000012
-0.627623,0.0,0.080477,0.124996,1.591667,5,-0.00720599999999999
-0.62932,0.0,0.087377,0.118012,1.6,5,-0.00698399999999999
-0.631014,0.0,0.098371,0.11002,1.608333,5,-0.007991999999999999
-0.632705,0.0,0.114242,0.100836,1.616667,2,-0.009184000000000012
-0.634393,0.0,0.126568,0.086186,1.625,2,-0.014649999999999996
-0.636078,0.0,0.138628,0.06998,1.633333,2,-0.016205999999999998
-0.63776,0.0,0.140661,0.061426,1.641667,2,-0.008553999999999999
-0.639439,0.0,0.136142,0.054575,1.65,2,-0.006851000000000003
-0.641115,0.0,0.135367,0.054008,1.658333,2,-0.0005669999999999981
-0.642788,0.0,0.13623,0.057269,1.666667,2,0.003261
-0.644457,0.0,0.134865,0.054972,1.675,2,-0.0022970000000000004
-0.646124,0.0,0.133626,0.049599,1.683333,2,-0.005373000000000003
-0.647788,0.0,0.134684,0.042139,1.691667,2,-0.007459999999999994
-0.649448,0.0,0.128594,0.029473,1.7,2,-0.012666000000000004
-0.651105,0.0,0.115063,0.017151,1.708333,2,-0.012322
-0.65276,0.0,0.105517,0.009829,1.716667,2,-0.007322
-0.654411,0.0,0.098652,0.005595,1.725,2,-0.004233999999999999
-0.656059,0.0,0.104149,0.010835,1.733333,2,0.005239999999999999
-0.657704,0.0,0.121732,0.023652,1.741667,2,0.012817
-0.659346,0.0,0.129406,0.03311,1.75,2,0.009458000000000001
-0.660985,0.0,0.132734,0.041408,1.758333,2,0.008298
-0.66262,0.0,0.135882,0.052934,1.766667,2,0.011526000000000002
-0.664252,0.0,0.138058,0.070265,1.775,2,0.017330999999999992
-0.665882,0.0,0.132099,0.091644,1.783333,2,0.02137900000000001
-0.667508,0.0,0.123204,0.111629,1.791667,2,0.019985000000000003
-0.669131,1e-06,0.106838,0.133579,1.8,2,0.021949999999999997
-0.67075,1e-05,0.103076,0.150204,1.808333,2,0.016625
-0.672367,0.000124,0.107747,0.16201,1.816667,2,0.011805999999999983
-0.67398,0.001125,0.116241,0.174454,1.825,2,0.01244400000000001
-0.67559,0.007144,0.13165,0.190882,1.833333,2,0.016427999999999998
-0.677197,0.031798,0.141483,0.207084,1.841667,2,0.016201999999999994
-0.678801,0.099268,0.137735,0.221859,1.85,2,0.01477500000000001
-0.680401,0.217356,0.123279,0.234718,1.858333,2,0.01285900000000001
-0.681998,0.333815,0.110344,0.242623,1.866667,2,0.007904999999999995
-0.683592,0.359598,0.103209,0.247129,1.875,2,0.004505999999999982
-0.685183,0.271713,0.097295,0.252878,1.883333,2,0.005749000000000004
-0.68677,0.144005,0.094706,0.264207,1.891667,2,0.011329000000000033
-0.688355,0.053531,0.101241,0.279325,1.9,2,0.015117999999999965
-0.689935,0.013957,0.110446,0.288453,1.908333,3,0.009128000000000025
-0.691513,0.002552,0.114616,0.299863,1.916667,3,0.011409999999999976
-0.693087,0.000327,0.112482,0.310799,1.925,3,0.010936000000000001
-0.694658,2.9e-05,0.109871,0.319004,1.933333,3,0.008205000000000018
-0.696226,2e-06,0.110585,0.326971,1.941667,3,0.007967000000000002
-0.69779,0.0,0.110616,0.334333,1.95,3,0.00736199999999998
-0.699352,0.0,0.11222,0.345356,1.958333,3,0.011023000000000005
-0.700909,0.0,0.111689,0.353799,1.966667,3,0.008442999999999978
-0.702464,0.0,0.110815,0.357492,1.975,3,0.003693000000000002
-0.704015,0.0,0.111826,0.355555,1.983333,3,-0.0019369999999999665
-0.705562,0.0,0.115251,0.348371,1.991667,3,-0.007184000000000024
-0.707107,0.0,0.115544,0.3359,2.0,3,-0.01247100000000001
-0.708648,0.0,0.113864,0.326521,2.008333,3,-0.00937899999999997
-0.710185,0.0,0.114648,0.323152,2.016667,3,-0.003369000000000011
-0.71172,0.0,0.112556,0.325533,2.025,3,0.002381000000000022
-0.71325,0.0,0.10412,0.332549,2.033333,3,0.007015999999999967
-0.714778,0.0,0.096672,0.337145,2.041667,3,0.004595999999999989
-0.716302,0.0,0.093504,0.339549,2.05,3,0.0024040000000000172
-0.717823,0.0,0.096331,0.333455,2.058333,3,-0.006093999999999988
-0.71934,0.0,0.093171,0.322263,2.066667,3,-0.01119199999999998
-0.720854,0.0,0.086394,0.311176,2.075,3,-0.011087000000000014
-0.722364,0.0,0.081433,0.300562,2.083333,3,-0.010614000000000012
-0.723871,0.0,0.080624,0.291637,2.091667,3,-0.008925000000000016
-0.725374,0.0,0.080414,0.284505,2.1,3,-0.007131999999999972
-0.726874,0.0,0.077194,0.273605,2.108333,3,-0.01090000000000002
-0.728371,0.0,0.073452,0.262501,2.116667,3,-0.011104000000000003
-0.729864,0.0,0.057904,0.249066,2.125,3,-0.013434999999999975
-0.731354,0.0,0.041415,0.239642,2.133333,3,-0.009424000000000016
-0.73284,0.0,0.036486,0.237884,2.141667,3,-0.0017579999999999818
-0.734323,0.0,0.047345,0.242942,2.15,3,0.005057999999999979
-0.735802,0.0,0.061526,0.253039,2.158333,3,0.010097000000000023
-0.737277,0.0,0.069476,0.262781,2.166667,3,0.009741999999999973
-0.738749,0.0,0.073715,0.268776,2.175,3,0.005995000000000028
-0.740218,0.0,0.074774,0.272216,2.183333,3,0.0034399999999999986
-0.741683,0.0,0.075262,0.275303,2.191667,3,0.0030870000000000064
-0.743145,0.0,0.075319,0.276809,2.2,3,0.0015060000000000073
-0.744603,0.0,0.073999,0.279511,2.208333,3,0.002701999999999982
-0.746057,0.0,0.073846,0.279566,2.216667,3,5.499999999997174e-05
-0.747508,0.0,0.072863,0.281484,2.225,3,0.0019180000000000308
-0.748956,0.0,0.07232,0.28338,2.233333,3,0.0018960000000000088
-0.7504,0.0,0.072767,0.282356,2.241667,3,-0.0010240000000000249
-0.75184,0.0,0.072563,0.282813,2.25,3,0.0004569999999999852
-0.753276,0.0,0.070893,0.285675,2.258333,3,0.002862000000000031
-0.75471,0.0,0.069296,0.2883,2.266667,3,0.0026249999999999885
-0.756139,0.0,0.065683,0.293015,2.275,3,0.004715000000000025
-0.757565,0.0,0.06059,0.299317,2.283333,3,0.006301999999999974
-0.758987,0.0,0.056215,0.306126,2.291667,3,0.0068090000000000095
-0.760406,0.0,0.054327,0.311415,2.3,3,0.005288999999999988
-0.761821,0.0,0.055926,0.307468,2.308333,3,-0.003946999999999978
-0.763232,0.0,0.064639,0.295391,2.316667,3,-0.012077000000000004
-0.76464,0.0,0.070574,0.279049,2.325,3,-0.016342000000000023
-0.766044,0.0,0.07799,0.261996,2.333333,3,-0.017052999999999985
-0.767445,0.0,0.083524,0.246844,2.341667,3,-0.015151999999999999
-0.768842,0.0,0.085774,0.236527,2.35,3,-0.01031700000000002
-0.770235,0.0,0.084967,0.228834,2.358333,3,-0.007692999999999978
-0.771625,0.0,0.085185,0.22127,2.366667,3,-0.007564000000000015
-0.77301,0.0,0.087381,0.213562,2.375,3,-0.007707999999999993
-0.774393,0.0,0.091571,0.205209,2.383333,3,-0.008353
-0.775771,0.0,0.095416,0.195377,2.391667,3,-0.009832000000000007
-0.777146,0.0,0.094225,0.187939,2.4,3,-0.007438
-0.778517,0.0,0.095263,0.18095,2.408333,3,-0.006988999999999995
-0.779884,0.0,0.101441,0.168734,2.416667,3,-0.012216000000000005
-0.781248,0.0,0.115991,0.149728,2.425,3,-0.019005999999999995
-0.782608,0.0,0.192684,0.107872,2.433333,3,-0.041856000000000004
-0.783964,0.0,0.206594,0.080559,2.441667,3,-0.02731299999999999
-0.785317,0.0,0.207677,0.079103,2.45,3,-0.001455999999999999
-0.786666,1e-06,0.237419,0.095219,2.458333,3,0.01611599999999999
-0.788011,1.7e-05,0.274353,0.116306,2.466667,3,0.02108700000000001
-0.789352,0.000323,0.296252,0.135464,2.475,3,0.019157999999999994
-0.79069,0.00443,0.298561,0.136526,2.483333,3,0.0010620000000000074
-0.792023,0.042854,0.334488,0.10574,2.491667,3,-0.030786000000000008
-0.793353,0.292421,0.445532,0.040523,2.5,3,-0.065217
-0.79468,1.408342,0.539558,-0.030411,2.508333,3,-0.070934
-0.796002,4.789814,0.563174,-0.076072,2.516667,3,-0.045661
-0.797321,11.508946,0.57484,-0.11803,2.525,3,-0.041957999999999995
-0.798636,19.543829,0.590046,-0.165476,2.533333,3,-0.047446000000000016
-0.799947,23.460624,0.592313,-0.198962,2.541667,0,-0.03348599999999999
-0.801254,19.909771,0.591399,-0.226298,2.55,1,-0.027336
-0.802557,11.94458,0.589692,-0.252839,2.558333,1,-0.02654099999999998
-0.803857,5.064955,0.589289,-0.292677,2.566667,2,-0.03983800000000004
-0.805153,1.517567,0.583738,-0.319664,2.575,2,-0.026986999999999983
-0.806445,0.32115,0.579754,-0.330921,2.583333,2,-0.011257000000000017
-0.807733,0.047977,0.580973,-0.327791,2.591667,2,0.0031300000000000217
-0.809017,0.005057,0.579639,-0.305285,2.6,2,0.022506000000000026
-0.810297,0.000376,0.57971,-0.299764,2.608333,2,0.005520999999999998
-0.811574,2.1e-05,0.564202,-0.324358,2.616667,2,-0.024594000000000005
-0.812847,3.2e-05,0.518168,-0.381109,2.625,2,-0.056750999999999996
-0.814116,0.000502,0.449422,-0.452918,2.633333,2,-0.07180900000000001
-0.81538,0.005743,0.375005,-0.514842,2.641667,2,-0.061924000000000035
-0.816642,0.046274,0.344343,-0.537361,2.65,2,-0.022518999999999956
-0.817899,0.262712,0.352615,-0.518299,2.658333,2,0.019062000000000023
-0.819152,1.0515,0.334719,-0.451764,2.666667,1,0.06653499999999996
-0.820401,2.968807,0.276618,-0.384127,2.675,2,0.067637
-0.821647,5.916185,0.279376,-0.339457,2.683333,2,0.04466999999999999
-0.822889,8.325473,0.289068,-0.29731,2.691667,1,0.04214699999999999
-0.824126,8.277179,0.273304,-0.255363,2.7,1,0.04194700000000001
-0.82536,5.817767,0.267783,-0.229561,2.708333,1,0.02580200000000002
-0.82659,2.903459,0.262646,-0.21412,2.716667,2,0.015440999999999983
-0.827816,1.081607,0.256146,-0.202042,2.725,1,0.012078000000000005
-0.829038,0.47818,0.233526,-0.181076,2.733333,1,0.020966000000000012
-0.830256,0.650611,0.224322,-0.170551,2.741667,5,0.010524999999999979
-0.83147,1.354272,0.223853,-0.170535,2.75,5,1.6000000000016e-05
-0.83268,2.582911,0.223574,-0.171278,2.758333,5,-0.0007430000000000214
-0.833886,4.411671,0.223925,-0.16988,2.766667,5,0.0013980000000000103
-0.835088,6.753354,0.22345,-0.169918,2.775,5,-3.800000000001025e-05
-0.836286,8.772079,0.222678,-0.166133,2.783333,5,0.0037850000000000106
-0.83748,8.947577,0.21013,-0.150866,2.791667,5,0.015267000000000003
-0.838671,6.769889,0.173102,-0.125979,2.8,5,0.024886999999999992
-0.839857,3.68619,0.14245,-0.113011,2.808333,5,0.012968000000000007
-0.841039,1.424734,0.173103,-0.127742,2.816667,5,-0.014730999999999994
-0.842217,0.388657,0.224018,-0.160377,2.825,5,-0.032635
-0.843391,0.074665,0.252075,-0.203442,2.833333,5,-0.04306500000000002
-0.844562,0.010094,0.268927,-0.238853,2.841667,5,-0.035411
-0.845728,0.00096,0.267984,-0.274326,2.85,5,-0.035473000000000005
-0.84689,6.4e-05,0.2583,-0.314248,2.858333,5,-0.03992200000000001
-0.848048,3e-06,0.249331,-0.342832,2.866667,5,-0.028584
-0.849202,0.0,0.241061,-0.365713,2.875,5,-0.022880999999999985
-0.850352,0.0,0.240825,-0.387512,2.883333,5,-0.021799000000000013
-0.851498,0.0,0.24211,-0.406436,2.891667,5,-0.018923999999999996
-0.85264,0.0,0.240944,-0.421437,2.9,5,-0.015000999999999987
-0.853778,0.0,0.244892,-0.445572,2.908333,5,-0.024135000000000018
-0.854912,0.0,0.245929,-0.470342,2.916667,5,-0.02476999999999996
-0.856042,0.0,0.230305,-0.500555,2.925,5,-0.03021299999999999
-0.857167,0.0,0.212801,-0.530731,2.933333,5,-0.03017599999999998
-0.858289,0.0,0.193907,-0.551525,2.941667,5,-0.02079400000000009
-0.859406,0.0,0.168847,-0.573536,2.95,5,-0.022011000000000003
-0.86052,0.0,0.142551,-0.591464,2.958333,5,-0.017927999999999944
-0.861629,0.0,0.105972,-0.614328,2.966667,5,-0.022863999999999995
-0.862734,0.0,0.094186,-0.637188,2.975,5,-0.02285999999999999
-0.863836,0.0,0.099453,-0.647823,2.983333,5,-0.010635000000000061
-0.864933,0.0,0.100795,-0.632325,2.991667,5,0.015498000000000012
-0.866025,0.0,0.104232,-0.615768,3.0,5,0.016557000000000044
-0.867114,0.0,0.110942,-0.601699,3.008333,5,0.014068999999999998
-0.868199,0.0,0.11738,-0.59298,3.016667,5,0.008719000000000032
-0.869279,0.0,0.119224,-0.594839,3.025,5,-0.001859000000000055
-0.870356,0.0,0.132981,-0.611878,3.033333,5,-0.017039000000000026
-0.871428,0.0,0.146616,-0.633484,3.041667,5,-0.021606000000000014
-0.872496,0.0,0.158019,-0.649344,3.05,5,-0.015859999999999985
-0.87356,0.0,0.16097,-0.657638,3.058333,5,-0.008293999999999913
-0.87462,0.0,0.159163,-0.661637,3.066667,5,-0.003999000000000086
-0.875675,0.0,0.158338,-0.660506,3.075,5,0.0011309999999999931
-0.876727,0.0,0.158608,-0.659553,3.083333,5,0.0009530000000000927
-0.877774,0.0,0.168969,-0.672383,3.091667,5,-0.012830000000000008
-0.878817,0.0,0.179304,-0.68521,3.1,5,-0.012827000000000033
-0.879856,0.0,0.179518,-0.698251,3.108333,5,-0.01304099999999997
-0.880891,0.0,0.180792,-0.71229,3.116667,5,-0.014039000000000024
-0.881921,5e-06,0.187007,-0.736177,3.125,5,-0.02388699999999999
-0.882948,9.4e-05,0.194975,-0.755651,3.133333,5,-0.01947399999999999
-0.88397,0.001304,0.208217,-0.77014,3.141667,5,-0.014489000000000085
-0.884988,0.012686,0.224913,-0.78879,3.15,5,-0.018649999999999944
