cosine_feature,count_feature,hr_std,hr_mean,time_feature,psg_label
-0.542808,0.0,0.438321,1.022811,1.191667,5
-0.544639,0.0,0.426994,1.03341,1.2,5
-0.546467,0.0,0.377605,1.036153,1.208333,5
-0.548293,0.0,0.33098,1.038785,1.216667,5
-0.550116,0.0,0.32082,1.038632,1.225,5
-0.551937,0.0,0.344154,1.039093,1.233333,5
-0.553755,0.0,0.357678,1.035297,1.241667,5
-0.55557,0.0,0.36541,1.032066,1.25,5
-0.557383,0.0,0.37941,1.029298,1.258333,5
-0.559193,0.0,0.398652,1.026946,1.266667,5
-0.561,0.0,0.411569,1.022,1.275,5
-0.562805,0.0,0.422351,1.017669,1.283333,5
-0.564607,0.0,0.422109,1.011409,1.291667,5
-0.566406,0.0,0.420534,1.008477,1.3,5
-0.568203,0.0,0.420764,1.006448,1.308333,5
-0.569997,0.0,0.418646,1.006837,1.316667,5
-0.571788,0.0,0.418251,1.005355,1.325,5
-0.573576,0.0,0.427876,1.002056,1.333333,5
-0.575362,0.0,0.430508,0.996277,1.341667,5
-0.577145,0.0,0.399247,0.989446,1.35,5
-0.578925,0.0,0.33233,0.983769,1.358333,5
-0.580703,0.0,0.246657,0.975159,1.366667,5
-0.582478,0.0,0.182353,0.97394,1.375,5
-0.58425,0.0,0.154433,0.972591,1.383333,5
-0.586019,0.0,0.153087,0.970744,1.391667,5
-0.587785,0.0,0.154986,0.967215,1.4,5
-0.589549,0.0,0.151283,0.967614,1.408333,5
-0.59131,0.0,0.146891,0.968611,1.416667,5
-0.593068,0.0,0.147914,0.964866,1.425,5
-0.594823,0.0,0.150229,0.964266,1.433333,5
-0.596575,0.0,0.154519,0.964043,1.441667,5
-0.598325,0.0,0.160524,0.962211,1.45,5
-0.600071,0.0,0.161607,0.963808,1.458333,5
-0.601815,0.0,0.160163,0.962072,1.466667,5
-0.603556,0.0,0.153327,0.960397,1.475,5
-0.605294,0.0,0.145656,0.956996,1.483333,5
-0.607029,0.0,0.143302,0.957911,1.491667,5
-0.608761,0.0,0.144649,0.958904,1.5,5
-0.610491,0.0,0.136397,0.957571,1.508333,5
-0.612217,0.0,0.126499,0.958222,1.516667,5
-0.613941,0.0,0.126171,0.957205,1.525,5
-0.615661,0.0,0.122729,0.958833,1.533333,5
-0.617379,0.0,0.121724,0.956578,1.541667,5
-0.619094,0.0,0.112673,0.955025,1.55,5
-0.620806,0.0,0.089211,0.954727,1.558333,5
-0.622515,0.0,0.078227,0.954563,1.566667,5
-0.624221,0.0,0.07667,0.951658,1.575,5
-0.625923,0.0,0.076479,0.948929,1.583333,5
-0.627623,0.0,0.080477,0.949503,1.591667,5
-0.62932,0.0,0.087377,0.948735,1.6,5
-0.631014,0.0,0.098371,0.946923,1.608333,5
-0.632705,0.0,0.114242,0.946831,1.616667,2
-0.634393,0.0,0.126568,0.944299,1.625,2
-0.636078,0.0,0.138628,0.941977,1.633333,2
-0.63776,0.0,0.140661,0.942225,1.641667,2
-0.639439,0.0,0.136142,0.941726,1.65,2
-0.641115,0.0,0.135367,0.940202,1.658333,2
-0.642788,0.0,0.13623,0.940143,1.666667,2
-0.644457,0.0,0.134865,0.940793,1.675,2
-0.646124,0.0,0.133626,0.939015,1.683333,2
-0.647788,0.0,0.134684,0.938977,1.691667,2
-0.649448,0.0,0.128594,0.937606,1.7,2
-0.651105,0.0,0.115063,0.936176,1.708333,2
-0.65276,0.0,0.105517,0.935718,1.716667,2
-0.654411,0.0,0.098652,0.935575,1.725,2
-0.656059,0.0,0.104149,0.936373,1.733333,2
-0.657704,0.0,0.121732,0.937123,1.741667,2
-0.659346,0.0,0.129406,0.938359,1.75,2
-0.660985,0.0,0.132734,0.940759,1.758333,2
-0.66262,0.0,0.135882,0.941209,1.766667,2
-0.664252,0.0,0.138058,0.942013,1.775,2
-0.665882,0.0,0.132099,0.94504,1.783333,2
-0.667508,0.0,0.123204,0.948078,1.791667,2
-0.669131,1e-06,0.106838,0.950606,1.8,2
-0.67075,1e-05,0.103076,0.952122,1.808333,2
-0.672367,0.000124,0.107747,0.953823,1.816667,2
-0.67398,0.001125,0.116241,0.955074,1.825,2
-0.67559,0.007144,0.13165,0.957084,1.833333,2
-0.677197,0.031798,0.141483,0.959286,1.841667,2
-0.678801,0.099268,0.137735,0.961872,1.85,2
-0.680401,0.217356,0.123279,0.963086,1.858333,2
-0.681998,0.333815,0.110344,0.962848,1.866667,2
-0.683592,0.359598,0.103209,0.964964,1.875,2
-0.685183,0.271713,0.097295,0.966304,1.883333,2
-0.68677,0.144005,0.094706,0.967535,1.891667,2
-0.688355,0.053531,0.101241,0.968603,1.9,2
-0.689935,0.013957,0.110446,0.970245,1.908333,3
-0.691513,0.002552,0.114616,0.971846,1.916667,3
-0.693087,0.000327,0.112482,0.97266,1.925,3
-0.694658,2.9e-05,0.109871,0.973102,1.933333,3
-0.696226,2e-06,0.110585,0.975305,1.941667,3
-0.69779,0.0,0.110616,0.975721,1.95,3
-0.699352,0.0,0.11222,0.976117,1.958333,3
-0.700909,0.0,0.111689,0.977512,1.966667,3
-0.702464,0.0,0.110815,0.9779,1.975,3
-0.704015,0.0,0.111826,0.978114,1.983333,3
-0.705562,0.0,0.115251,0.97747,1.991667,3
-0.707107,0.0,0.115544,0.97616,2.0,3
-0.708648,0.0,0.113864,0.97538,2.008333,3
-0.710185,0.0,0.114648,0.975223,2.016667,3
-0.71172,0.0,0.112556,0.975198,2.025,3
-0.71325,0.0,0.10412,0.975793,2.033333,3
-0.714778,0.0,0.096672,0.975775,2.041667,3
-0.716302,0.0,0.093504,0.975597,2.05,3
-0.717823,0.0,0.096331,0.975115,2.058333,3
-0.71934,0.0,0.093171,0.97361,2.066667,3
-0.720854,0.0,0.086394,0.973347,2.075,3
-0.722364,0.0,0.081433,0.971036,2.083333,3
-0.723871,0.0,0.080624,0.970607,2.091667,3
-0.725374,0.0,0.080414,0.970184,2.1,3
-0.726874,0.0,0.077194,0.968531,2.108333,3
-0.728371,0.0,0.073452,0.967823,2.116667,3
-0.729864,0.0,0.057904,0.966563,2.125,3
-0.731354,0.0,0.041415,0.965332,2.133333,3
-0.73284,0.0,0.036486,0.964708,2.141667,3
-0.734323,0.0,0.047345,0.965331,2.15,3
-0.735802,0.0,0.061526,0.966291,2.158333,3
-0.737277,0.0,0.069476,0.967323,2.166667,3
-0.738749,0.0,0.073715,0.967816,2.175,3
-0.740218,0.0,0.074774,0.967604,2.183333,3
-0.741683,0.0,0.075262,0.967881,2.191667,3
-0.743145,0.0,0.075319,0.968441,2.2,3
-0.744603,0.0,0.073999,0.969465,2.208333,3
-0.746057,0.0,0.073846,0.969377,2.216667,3
-0.747508,0.0,0.072863,0.969011,2.225,3
-0.748956,0.0,0.07232,0.969383,2.233333,3
-0.7504,0.0,0.072767,0.968876,2.241667,3
-0.75184,0.0,0.072563,0.970399,2.25,3
-0.753276,0.0,0.070893,0.970327,2.258333,3
-0.75471,0.0,0.069296,0.969596,2.266667,3
-0.756139,0.0,0.065683,0.970481,2.275,3
-0.757565,0.0,0.06059,0.971099,2.283333,3
-0.758987,0.0,0.056215,0.971435,2.291667,3
-0.760406,0.0,0.054327,0.971435,2.3,3
-0.761821,0.0,0.055926,0.971582,2.308333,3
-0.763232,0.0,0.064639,0.969967,2.316667,3
-0.76464,0.0,0.070574,0.968554,2.325,3
-0.766044,0.0,0.07799,0.966432,2.333333,3
-0.767445,0.0,0.083524,0.965081,2.341667,3
-0.768842,0.0,0.085774,0.963575,2.35,3
-0.770235,0.0,0.084967,0.962944,2.358333,3
-0.771625,0.0,0.085185,0.961929,2.366667,3
-0.77301,0.0,0.087381,0.960479,2.375,3
-0.774393,0.0,0.091571,0.959441,2.383333,3
-0.775771,0.0,0.095416,0.957467,2.391667,3
-0.777146,0.0,0.094225,0.956928,2.4,3
-0.778517,0.0,0.095263,0.955553,2.408333,3
-0.779884,0.0,0.101441,0.954008,2.416667,3
-0.781248,0.0,0.115991,0.952132,2.425,3
-0.782608,0.0,0.192684,0.949841,2.433333,3
-0.783964,0.0,0.206594,0.946543,2.441667,3
-0.785317,0.0,0.207677,0.944115,2.45,3
-0.786666,1e-06,0.237419,0.942192,2.458333,3
-0.788011,1.7e-05,0.274353,0.947727,2.466667,3
-0.789352,0.000323,0.296252,0.949803,2.475,3
-0.79069,0.00443,0.298561,0.945612,2.483333,3
-0.792023,0.042854,0.334488,0.939542,2.491667,3
-0.793353,0.292421,0.445532,0.936479,2.5,3
-0.79468,1.408342,0.539558,0.92985,2.508333,3
-0.796002,4.789814,0.563174,0.923686,2.516667,3
-0.797321,11.508946,0.57484,0.917556,2.525,3
-0.798636,19.543829,0.590046,0.915519,2.533333,3
-0.799947,23.460624,0.592313,0.910829,2.541667,0
-0.801254,19.909771,0.591399,0.904923,2.55,1
-0.802557,11.94458,0.589692,0.900571,2.558333,1
-0.803857,5.064955,0.589289,0.900089,2.566667,2
-0.805153,1.517567,0.583738,0.896073,2.575,2
-0.806445,0.32115,0.579754,0.892602,2.583333,2
-0.807733,0.047977,0.580973,0.889622,2.591667,2
-0.809017,0.005057,0.579639,0.891898,2.6,2
-0.810297,0.000376,0.57971,0.892415,2.608333,2
-0.811574,2.1e-05,0.564202,0.89091,2.616667,2
-0.812847,3.2e-05,0.518168,0.887705,2.625,2
-0.814116,0.000502,0.449422,0.876431,2.633333,2
-0.81538,0.005743,0.375005,0.871217,2.641667,2
-0.816642,0.046274,0.344343,0.871601,2.65,2
-0.817899,0.262712,0.352615,0.876046,2.658333,2
-0.819152,1.0515,0.334719,0.879753,2.666667,1
-0.820401,2.968807,0.276618,0.885123,2.675,2
-0.821647,5.916185,0.279376,0.889604,2.683333,2
-0.822889,8.325473,0.289068,0.895526,2.691667,1
-0.824126,8.277179,0.273304,0.895626,2.7,1
-0.82536,5.817767,0.267783,0.900016,2.708333,1
-0.82659,2.903459,0.262646,0.906458,2.716667,2
-0.827816,1.081607,0.256146,0.907092,2.725,1
-0.829038,0.47818,0.233526,0.905056,2.733333,1
-0.830256,0.650611,0.224322,0.908918,2.741667,5
-0.83147,1.354272,0.223853,0.910781,2.75,5
-0.83268,2.582911,0.223574,0.913212,2.758333,5
-0.833886,4.411671,0.223925,0.910716,2.766667,5
-0.835088,6.753354,0.22345,0.909941,2.775,5
-0.836286,8.772079,0.222678,0.910293,2.783333,5
-0.83748,8.947577,0.21013,0.91338,2.791667,5
-0.838671,6.769889,0.173102,0.914874,2.8,5
-0.839857,3.68619,0.14245,0.914649,2.808333,5
-0.841039,1.424734,0.173103,0.912924,2.816667,5
-0.842217,0.388657,0.224018,0.910656,2.825,5
-0.843391,0.074665,0.252075,0.905193,2.833333,5
-0.844562,0.010094,0.268927,0.900279,2.841667,5
-0.845728,0.00096,0.267984,0.897966,2.85,5
-0.84689,6.4e-05,0.2583,0.89469,2.858333,5
-0.848048,3e-06,0.249331,0.891245,2.866667,5
-0.849202,0.0,0.241061,0.887063,2.875,5
-0.850352,0.0,0.240825,0.881602,2.883333,5
-0.851498,0.0,0.24211,0.882102,2.891667,5
-0.85264,0.0,0.240944,0.880876,2.9,5
-0.853778,0.0,0.244892,0.875793,2.908333,5
-0.854912,0.0,0.245929,0.873295,2.916667,5
-0.856042,0.0,0.230305,0.869112,2.925,5
-0.857167,0.0,0.212801,0.864944,2.933333,5
-0.858289,0.0,0.193907,0.863849,2.941667,5
-0.859406,0.0,0.168847,0.861908,2.95,5
-0.86052,0.0,0.142551,0.857713,2.958333,5
-0.861629,0.0,0.105972,0.856494,2.966667,5
-0.862734,0.0,0.094186,0.853491,2.975,5
-0.863836,0.0,0.099453,0.854432,2.983333,5
-0.864933,0.0,0.100795,0.85239,2.991667,5
-0.866025,0.0,0.104232,0.853409,3.0,5
-0.867114,0.0,0.110942,0.856442,3.008333,5
-0.868199,0.0,0.11738,0.857349,3.016667,5
-0.869279,0.0,0.119224,0.854097,3.025,5
-0.870356,0.0,0.132981,0.85331,3.033333,5
-0.871428,0.0,0.146616,0.852437,3.041667,5
-0.872496,0.0,0.158019,0.84984,3.05,5
-0.87356,0.0,0.16097,0.84922,3.058333,5
-0.87462,0.0,0.159163,0.848902,3.066667,5
-0.875675,0.0,0.158338,0.848178,3.075,5
-0.876727,0.0,0.158608,0.845932,3.083333,5
-0.877774,0.0,0.168969,0.84688,3.091667,5
-0.878817,0.0,0.179304,0.845504,3.1,5
-0.879856,0.0,0.179518,0.842379,3.108333,5
-0.880891,0.0,0.180792,0.839172,3.116667,5
-0.881921,5e-06,0.187007,0.839278,3.125,5
-0.882948,9.4e-05,0.194975,0.836325,3.133333,5
-0.88397,0.001304,0.208217,0.833239,3.141667,5
-0.884988,0.012686,0.224913,0.828831,3.15,5
-0.886001,0.086856,0.232297,0.827043,3.158333,5
-0.887011,0.418775,0.227556,0.823504,3.166667,5
-0.888016,1.422752,0.210506,0.818299,3.175,5
-0.889017,3.40801,0.188867,0.812813,3.183333,5
-0.890014,5.758974,0.1884,0.810581,3.191667,5
-0.891007,6.869039,0.225249,0.807891,3.2,0
-0.891995,5.785804,0.242945,0.805149,3.208333,1
-0.892979,3.442906,0.242497,0.803872,3.216667,1
-0.893959,1.447822,0.241837,0.800096,3.225,2
-0.894934,0.430367,0.236902,0.800077,3.233333,2
-0.895906,0.090836,0.231591,0.802869,3.241667,2
-0.896873,0.018974,0.219215,0.799045,3.25,2
-0.897836,0.053522,0.222605,0.79385,3.258333,2
-0.898794,0.34637,0.244626,0.792442,3.266667,2
-0.899748,1.627101,0.26397,0.789987,3.275,2
-0.900698,5.407382,0.256913,0.788617,3.283333,2
-0.901644,12.710898,0.255488,0.786884,3.291667,2
-0.902585,21.136761,0.255329,0.786524,3.3,2
-0.903522,24.867845,0.256778,0.787538,3.308333,0
-0.904455,20.703239,0.260492,0.788822,3.316667,0
-0.905384,12.198046,0.264304,0.789617,3.325,0
-0.906308,5.086555,0.27221,0.790687,3.333333,1
-0.907228,1.501195,0.277085,0.792958,3.341667,2
-0.908143,0.313537,0.278042,0.79463,3.35,2
-0.909054,0.046333,0.275916,0.796003,3.358333,2
-0.909961,0.004843,0.253809,0.796532,3.366667,2
-0.910864,0.000358,0.239092,0.796959,3.375,2
-0.911762,1.9e-05,0.238284,0.799167,3.383333,2
-0.912656,1e-06,0.230569,0.80089,3.391667,2
-0.913545,0.0,0.216816,0.797335,3.4,2
-0.914431,0.0,0.207109,0.793958,3.408333,2
-0.915311,0.0,0.205385,0.797285,3.416667,2
-0.916188,0.0,0.199901,0.799236,3.425,2
-0.91706,0.0,0.165852,0.801573,3.433333,2
-0.917928,0.0,0.092343,0.803323,3.441667,1
-0.918791,0.0,0.081907,0.806158,3.45,2
-0.91965,0.0,0.084533,0.80652,3.458333,2
-0.920505,0.0,0.085628,0.808215,3.466667,2
-0.921355,0.0,0.086311,0.80947,3.475,2
-0.922201,0.0,0.092389,0.810064,3.483333,2
-0.923042,0.0,0.103078,0.811364,3.491667,2
-0.92388,0.0,0.116924,0.812996,3.5,2
-0.924712,0.0,0.138809,0.815065,3.508333,2
-0.925541,0.0,0.153105,0.816342,3.516667,2
-0.926364,0.0,0.157148,0.81797,3.525,2
-0.927184,0.0,0.153995,0.821498,3.533333,2
-0.927999,0.0,0.148859,0.823436,3.541667,2
-0.92881,0.0,0.150952,0.825593,3.55,2
-0.929616,0.0,0.15969,0.827734,3.558333,2
-0.930418,0.0,0.163499,0.831449,3.566667,2
-0.931215,0.0,0.163375,0.833302,3.575,2
-0.932008,0.0,0.150861,0.835804,3.583333,2
-0.932796,0.0,0.136771,0.838861,3.591667,2
-0.93358,0.0,0.124767,0.841583,3.6,2
-0.93436,0.0,0.121648,0.844891,3.608333,2
-0.935135,0.0,0.12082,0.846688,3.616667,2
-0.935906,0.0,0.121118,0.849439,3.625,2
-0.936672,0.0,0.117906,0.851983,3.633333,2
-0.937434,0.0,0.114603,0.854858,3.641667,2
-0.938191,0.0,0.115915,0.858554,3.65,2
-0.938944,0.0,0.116985,0.861083,3.658333,2
-0.939693,0.0,0.119619,0.863179,3.666667,2
-0.940437,0.0,0.122841,0.862929,3.675,2
-0.941176,0.0,0.122968,0.865343,3.683333,2
-0.941911,0.0,0.117842,0.868064,3.691667,2
-0.942641,0.0,0.106259,0.869362,3.7,2
-0.943368,0.0,0.098725,0.872258,3.708333,2
-0.944089,0.0,0.098962,0.873352,3.716667,2
-0.944806,0.0,0.099157,0.875363,3.725,3
-0.945519,0.0,0.112108,0.876731,3.733333,3
-0.946227,0.0,0.113137,0.878921,3.741667,3
-0.94693,0.0,0.164267,0.88041,3.75,3
-0.947629,0.0,0.241863,0.882083,3.758333,3
-0.948324,2e-06,0.299313,0.892567,3.766667,3
-0.949014,4.7e-05,0.325498,0.897208,3.775,3
-0.949699,0.000779,0.32448,0.89706,3.783333,3
-0.95038,0.009064,0.336445,0.894824,3.791667,3
-0.951057,0.073981,0.386919,0.892873,3.8,3
-0.951728,0.423468,0.423922,0.890847,3.808333,3
-0.952396,1.699949,0.427744,0.89014,3.816667,3
-0.953059,4.786211,0.427822,0.889986,3.825,3
-0.953717,9.45169,0.427694,0.889765,3.833333,3
-0.954371,13.091902,0.427644,0.889785,3.841667,0
-0.95502,12.719744,0.428177,0.889563,3.85,0
-0.955665,8.668336,0.429303,0.88838,3.858333,1
-0.956305,4.143495,0.429586,0.888169,3.866667,1
-0.95694,1.389174,0.429573,0.888023,3.875,2
-0.957571,0.32665,0.429529,0.8884,3.883333,2
-0.958198,0.053866,0.428779,0.888015,3.891667,2
-0.95882,0.006229,0.419911,0.886876,3.9,2
-0.959437,0.000505,0.418833,0.886907,3.908333,2
-0.96005,2.9e-05,0.405078,0.886659,3.916667,2
-0.960658,1e-06,0.362544,0.887015,3.925,2
-0.961262,0.0,0.302152,0.877819,3.933333,2
-0.961861,0.0,0.248029,0.874255,3.941667,2
-0.962455,0.0,0.234825,0.875481,3.95,2
-0.963045,0.0,0.228828,0.878404,3.958333,2
-0.96363,0.0,0.167531,0.880571,3.966667,2
-0.964211,0.0,0.067899,0.883583,3.975,2
-0.964787,0.0,0.048793,0.884336,3.983333,2
-0.965359,0.0,0.061894,0.884701,3.991667,2
-0.965926,0.0,0.077252,0.885141,4.0,2
-0.966488,0.0,0.118063,0.887371,4.008333,2
-0.967046,0.0,0.184446,0.88866,4.016667,2
-0.967599,0.0,0.235563,0.891584,4.025,2
-0.968148,4e-06,0.266036,0.902256,4.033333,2
-0.968692,9e-05,0.27282,0.89971,4.041667,2
-0.969231,0.001262,0.274836,0.896976,4.05,2
-0.969766,0.012419,0.306913,0.896515,4.058333,2
-0.970296,0.085733,0.366844,0.894933,4.066667,2
-0.970821,0.415044,0.389429,0.891934,4.075,2
-0.971342,1.409181,0.397604,0.890334,4.083333,2
-0.971858,3.355754,0.404025,0.88837,4.091667,2
-0.97237,5.605081,0.40632,0.887101,4.1,2
-0.972877,6.566788,0.406486,0.88614,4.108333,0
-0.973379,5.39643,0.406607,0.886245,4.116667,0
-0.973877,3.11056,0.406637,0.885407,4.125,1
-0.97437,1.257587,0.406664,0.88565,4.133333,1
-0.974859,0.356604,0.407057,0.885242,4.141667,2
-0.975342,0.070918,0.408851,0.88328,4.15,2
-0.975821,0.009891,0.40738,0.883761,4.158333,2
-0.976296,0.000967,0.404592,0.882649,4.166667,1
-0.976766,6.6e-05,0.395067,0.880544,4.175,2
-0.977231,3e-06,0.365562,0.882082,4.183333,2
-0.977692,0.0,0.319337,0.880387,4.191667,2
-0.978148,0.0,0.269518,0.868092,4.2,2
-0.978599,0.0,0.241088,0.870679,4.208333,2
-0.979045,0.0,0.240209,0.872332,4.216667,2
-0.979487,0.0,0.226797,0.872009,4.225,2
-0.979925,0.0,0.166104,0.872345,4.233333,2
-0.980357,0.0,0.133809,0.87505,4.241667,2
-0.980785,0.0,0.123167,0.877251,4.25,0
-0.981209,0.0,0.115911,0.878054,4.258333,0
-0.981627,0.0,0.116136,0.878419,4.266667,1
