cosine_feature,count_feature,hr_std,time_feature,psg_label
-0.348163,0.0,0.078487,0.358333,2
-0.350207,0.0,0.073887,0.366667,2
-0.35225,0.0,0.073276,0.375,2
-0.354291,0.0,0.07123,0.383333,2
-0.35633,0.0,0.070414,0.391667,2
-0.358368,0.0,0.067168,0.4,2
-0.360404,0.0,0.066775,0.408333,2
-0.362438,0.0,0.083473,0.416667,2
-0.36447,0.0,0.098581,0.425,2
-0.366501,0.0,0.114765,0.433333,2
-0.36853,0.0,0.130999,0.441667,2
-0.370557,0.0,0.134968,0.45,2
-0.372583,0.0,0.136456,0.458333,2
-0.374607,0.0,0.137966,0.466667,3
-0.376629,0.0,0.138705,0.475,3
-0.378649,0.0,0.132302,0.483333,3
-0.380667,0.0,0.127041,0.491667,3
-0.382683,0.0,0.124914,0.5,3
-0.384698,0.0,0.1236,0.508333,3
-0.386711,0.0,0.116583,0.516667,3
-0.388722,0.0,0.10599,0.525,3
-0.390731,0.0,0.100098,0.533333,3
-0.392738,0.0,0.091059,0.541667,3
-0.394744,0.0,0.082278,0.55,3
-0.396747,0.0,0.066444,0.558333,3
-0.398749,0.0,0.053649,0.566667,3
-0.400749,0.0,0.050579,0.575,3
-0.402747,0.0,0.053708,0.583333,3
-0.404743,0.0,0.055499,0.591667,3
-0.406737,0.0,0.056115,0.6,3
-0.408729,0.0,0.054642,0.608333,3
-0.410719,0.0,0.05631,0.616667,3
-0.412707,0.0,0.058325,0.625,3
-0.414693,0.0,0.058809,0.633333,3
-0.416677,0.0,0.063048,0.641667,3
-0.41866,0.0,0.065648,0.65,3
-0.42064,0.0,0.066601,0.658333,3
-0.422618,0.0,0.066742,0.666667,3
-0.424595,0.0,0.066419,0.675,3
-0.426569,0.0,0.065952,0.683333,3
-0.428541,0.0,0.064934,0.691667,3
-0.430511,0.0,0.056801,0.7,3
-0.432479,0.0,0.043994,0.708333,3
-0.434445,0.0,0.033912,0.716667,3
-0.436409,0.0,0.028167,0.725,3
-0.438371,0.0,0.027411,0.733333,3
-0.440331,0.0,0.028171,0.741667,3
-0.442289,0.0,0.029567,0.75,3
-0.444244,0.0,0.032496,0.758333,3
-0.446198,0.0,0.034134,0.766667,3
-0.448149,0.0,0.032642,0.775,3
-0.450098,0.0,0.032728,0.783333,3
-0.452046,0.0,0.033659,0.791667,3
-0.45399,0.0,0.064332,0.8,3
-0.455933,0.0,0.073377,0.808333,3
-0.457874,0.0,0.106263,0.816667,3
-0.459812,0.0,0.153178,0.825,3
-0.461749,0.0,0.174642,0.833333,3
-0.463683,1e-06,0.178545,0.841667,3
-0.465615,1.3e-05,0.184129,0.85,3
-0.467544,0.000158,0.22424,0.858333,3
-0.469472,0.00138,0.299064,0.866667,3
-0.471397,0.008449,0.370384,0.875,3
-0.47332,0.036278,0.38353,0.883333,3
-0.47524,0.109246,0.386789,0.891667,3
-0.477159,0.230742,0.389119,0.9,3
-0.479075,0.341835,0.391062,0.908333,3
-0.480989,0.35521,0.391085,0.916667,0
-0.4829,0.2589,0.390261,0.925,0
-0.48481,0.132358,0.389832,0.933333,0
-0.486717,0.04746,0.388528,0.941667,0
-0.488621,0.011936,0.384961,0.95,1
-0.490524,0.002105,0.380005,0.958333,2
-0.492424,0.00026,0.379845,0.966667,2
-0.494321,2.3e-05,0.378751,0.975,2
-0.496217,1e-06,0.355899,0.983333,2
-0.498109,0.0,0.32084,0.991667,2
-0.5,0.0,0.296526,1.0,3
-0.501888,0.0,0.28832,1.008333,3
-0.503774,6e-06,0.290648,1.016667,3
-0.505657,0.000128,0.285376,1.025,3
-0.507538,0.001919,0.253942,1.033333,3
-0.509417,0.020146,0.199105,1.041667,3
-0.511293,0.148288,0.19177,1.05,3
-0.513167,0.765445,0.199771,1.058333,3
-0.515038,2.771009,0.246462,1.066667,3
-0.516907,7.03565,0.279873,1.075,3
-0.518773,12.529433,0.3172,1.083333,3
-0.520637,15.650608,0.334625,1.091667,3
-0.522499,13.712231,0.346112,1.1,0
-0.524357,8.426735,0.35711,1.108333,2
-0.526214,3.632241,0.366375,1.116667,2
-0.528068,1.098087,0.377592,1.125,5
-0.529919,0.232821,0.379608,1.133333,5
-0.531768,0.034618,0.376614,1.141667,5
-0.533615,0.003609,0.371744,1.15,5
-0.535458,0.000264,0.375916,1.158333,5
-0.5373,1.4e-05,0.377739,1.166667,5
-0.539138,0.0,0.392047,1.175,5
-0.540974,0.0,0.420854,1.183333,5
-0.542808,0.0,0.438321,1.191667,5
-0.544639,0.0,0.426994,1.2,5
-0.546467,0.0,0.377605,1.208333,5
-0.548293,0.0,0.33098,1.216667,5
-0.550116,0.0,0.32082,1.225,5
-0.551937,0.0,0.344154,1.233333,5
-0.553755,0.0,0.357678,1.241667,5
-0.55557,0.0,0.36541,1.25,5
-0.557383,0.0,0.37941,1.258333,5
-0.559193,0.0,0.398652,1.266667,5
-0.561,0.0,0.411569,1.275,5
-0.562805,0.0,0.422351,1.283333,5
-0.564607,0.0,0.422109,1.291667,5
-0.566406,0.0,0.420534,1.3,5
-0.568203,0.0,0.420764,1.308333,5
-0.569997,0.0,0.418646,1.316667,5
-0.571788,0.0,0.418251,1.325,5
-0.573576,0.0,0.427876,1.333333,5
-0.575362,0.0,0.430508,1.341667,5
-0.577145,0.0,0.399247,1.35,5
-0.578925,0.0,0.33233,1.358333,5
-0.580703,0.0,0.246657,1.366667,5
-0.582478,0.0,0.182353,1.375,5
-0.58425,0.0,0.154433,1.383333,5
-0.586019,0.0,0.153087,1.391667,5
-0.587785,0.0,0.154986,1.4,5
-0.589549,0.0,0.151283,1.408333,5
-0.59131,0.0,0.146891,1.416667,5
-0.593068,0.0,0.147914,1.425,5
-0.594823,0.0,0.150229,1.433333,5
-0.596575,0.0,0.154519,1.441667,5
-0.598325,0.0,0.160524,1.45,5
-0.600071,0.0,0.161607,1.458333,5
-0.601815,0.0,0.160163,1.466667,5
-0.603556,0.0,0.153327,1.475,5
-0.605294,0.0,0.145656,1.483333,5
-0.607029,0.0,0.143302,1.491667,5
-0.608761,0.0,0.144649,1.5,5
-0.610491,0.0,0.136397,1.508333,5
-0.612217,0.0,0.126499,1.516667,5
-0.613941,0.0,0.126171,1.525,5
-0.615661,0.0,0.122729,1.533333,5
-0.617379,0.0,0.121724,1.541667,5
-0.619094,0.0,0.112673,1.55,5
-0.620806,0.0,0.089211,1.558333,5
-0.622515,0.0,0.078227,1.566667,5
-0.624221,0.0,0.07667,1.575,5
-0.625923,0.0,0.076479,1.583333,5
-0.627623,0.0,0.080477,1.591667,5
-0.62932,0.0,0.087377,1.6,5
-0.631014,0.0,0.098371,1.608333,5
-0.632705,0.0,0.114242,1.616667,2
-0.634393,0.0,0.126568,1.625,2
-0.636078,0.0,0.138628,1.633333,2
-0.63776,0.0,0.140661,1.641667,2
-0.639439,0.0,0.136142,1.65,2
-0.641115,0.0,0.135367,1.658333,2
-0.642788,0.0,0.13623,1.666667,2
-0.644457,0.0,0.134865,1.675,2
-0.646124,0.0,0.133626,1.683333,2
-0.647788,0.0,0.134684,1.691667,2
-0.649448,0.0,0.128594,1.7,2
-0.651105,0.0,0.115063,1.708333,2
-0.65276,0.0,0.105517,1.716667,2
-0.654411,0.0,0.098652,1.725,2
-0.656059,0.0,0.104149,1.733333,2
-0.657704,0.0,0.121732,1.741667,2
-0.659346,0.0,0.129406,1.75,2
-0.660985,0.0,0.132734,1.758333,2
-0.66262,0.0,0.135882,1.766667,2
-0.664252,0.0,0.138058,1.775,2
-0.665882,0.0,0.132099,1.783333,2
-0.667508,0.0,0.123204,1.791667,2
-0.669131,1e-06,0.106838,1.8,2
-0.67075,1e-05,0.103076,1.808333,2
-0.672367,0.000124,0.107747,1.816667,2
-0.67398,0.001125,0.116241,1.825,2
-0.67559,0.007144,0.13165,1.833333,2
-0.677197,0.031798,0.141483,1.841667,2
-0.678801,0.099268,0.137735,1.85,2
-0.680401,0.217356,0.123279,1.858333,2
-0.681998,0.333815,0.110344,1.866667,2
-0.683592,0.359598,0.103209,1.875,2
-0.685183,0.271713,0.097295,1.883333,2
-0.68677,0.144005,0.094706,1.891667,2
-0.688355,0.053531,0.101241,1.9,2
-0.689935,0.013957,0.110446,1.908333,3
-0.691513,0.002552,0.114616,1.916667,3
-0.693087,0.000327,0.112482,1.925,3
-0.694658,2.9e-05,0.109871,1.933333,3
-0.696226,2e-06,0.110585,1.941667,3
-0.69779,0.0,0.110616,1.95,3
-0.699352,0.0,0.11222,1.958333,3
-0.700909,0.0,0.111689,1.966667,3
-0.702464,0.0,0.110815,1.975,3
-0.704015,0.0,0.111826,1.983333,3
-0.705562,0.0,0.115251,1.991667,3
-0.707107,0.0,0.115544,2.0,3
-0.708648,0.0,0.113864,2.008333,3
-0.710185,0.0,0.114648,2.016667,3
-0.71172,0.0,0.112556,2.025,3
-0.71325,0.0,0.10412,2.033333,3
-0.714778,0.0,0.096672,2.041667,3
-0.716302,0.0,0.093504,2.05,3
-0.717823,0.0,0.096331,2.058333,3
-0.71934,0.0,0.093171,2.066667,3
-0.720854,0.0,0.086394,2.075,3
-0.722364,0.0,0.081433,2.083333,3
-0.723871,0.0,0.080624,2.091667,3
-0.725374,0.0,0.080414,2.1,3
-0.726874,0.0,0.077194,2.108333,3
-0.728371,0.0,0.073452,2.116667,3
-0.729864,0.0,0.057904,2.125,3
-0.731354,0.0,0.041415,2.133333,3
-0.73284,0.0,0.036486,2.141667,3
-0.734323,0.0,0.047345,2.15,3
-0.735802,0.0,0.061526,2.158333,3
-0.737277,0.0,0.069476,2.166667,3
-0.738749,0.0,0.073715,2.175,3
-0.740218,0.0,0.074774,2.183333,3
-0.741683,0.0,0.075262,2.191667,3
-0.743145,0.0,0.075319,2.2,3
-0.744603,0.0,0.073999,2.208333,3
-0.746057,0.0,0.073846,2.216667,3
-0.747508,0.0,0.072863,2.225,3
-0.748956,0.0,0.07232,2.233333,3
-0.7504,0.0,0.072767,2.241667,3
-0.75184,0.0,0.072563,2.25,3
-0.753276,0.0,0.070893,2.258333,3
-0.75471,0.0,0.069296,2.266667,3
-0.756139,0.0,0.065683,2.275,3
-0.757565,0.0,0.06059,2.283333,3
-0.758987,0.0,0.056215,2.291667,3
-0.760406,0.0,0.054327,2.3,3
-0.761821,0.0,0.055926,2.308333,3
-0.763232,0.0,0.064639,2.316667,3
-0.76464,0.0,0.070574,2.325,3
-0.766044,0.0,0.07799,2.333333,3
-0.767445,0.0,0.083524,2.341667,3
-0.768842,0.0,0.085774,2.35,3
-0.770235,0.0,0.084967,2.358333,3
-0.771625,0.0,0.085185,2.366667,3
-0.77301,0.0,0.087381,2.375,3
-0.774393,0.0,0.091571,2.383333,3
-0.775771,0.0,0.095416,2.391667,3
-0.777146,0.0,0.094225,2.4,3
-0.778517,0.0,0.095263,2.408333,3
-0.779884,0.0,0.101441,2.416667,3
-0.781248,0.0,0.115991,2.425,3
-0.782608,0.0,0.192684,2.433333,3
-0.783964,0.0,0.206594,2.441667,3
-0.785317,0.0,0.207677,2.45,3
-0.786666,1e-06,0.237419,2.458333,3
-0.788011,1.7e-05,0.274353,2.466667,3
-0.789352,0.000323,0.296252,2.475,3
-0.79069,0.00443,0.298561,2.483333,3
-0.792023,0.042854,0.334488,2.491667,3
-0.793353,0.292421,0.445532,2.5,3
-0.79468,1.408342,0.539558,2.508333,3
-0.796002,4.789814,0.563174,2.516667,3
-0.797321,11.508946,0.57484,2.525,3
-0.798636,19.543829,0.590046,2.533333,3
-0.799947,23.460624,0.592313,2.541667,0
-0.801254,19.909771,0.591399,2.55,1
-0.802557,11.94458,0.589692,2.558333,1
-0.803857,5.064955,0.589289,2.566667,2
-0.805153,1.517567,0.583738,2.575,2
-0.806445,0.32115,0.579754,2.583333,2
-0.807733,0.047977,0.580973,2.591667,2
-0.809017,0.005057,0.579639,2.6,2
-0.810297,0.000376,0.57971,2.608333,2
-0.811574,2.1e-05,0.564202,2.616667,2
-0.812847,3.2e-05,0.518168,2.625,2
-0.814116,0.000502,0.449422,2.633333,2
-0.81538,0.005743,0.375005,2.641667,2
-0.816642,0.046274,0.344343,2.65,2
-0.817899,0.262712,0.352615,2.658333,2
-0.819152,1.0515,0.334719,2.666667,1
-0.820401,2.968807,0.276618,2.675,2
-0.821647,5.916185,0.279376,2.683333,2
-0.822889,8.325473,0.289068,2.691667,1
-0.824126,8.277179,0.273304,2.7,1
-0.82536,5.817767,0.267783,2.708333,1
-0.82659,2.903459,0.262646,2.716667,2
-0.827816,1.081607,0.256146,2.725,1
-0.829038,0.47818,0.233526,2.733333,1
-0.830256,0.650611,0.224322,2.741667,5
-0.83147,1.354272,0.223853,2.75,5
-0.83268,2.582911,0.223574,2.758333,5
-0.833886,4.411671,0.223925,2.766667,5
-0.835088,6.753354,0.22345,2.775,5
-0.836286,8.772079,0.222678,2.783333,5
-0.83748,8.947577,0.21013,2.791667,5
-0.838671,6.769889,0.173102,2.8,5
-0.839857,3.68619,0.14245,2.808333,5
-0.841039,1.424734,0.173103,2.816667,5
-0.842217,0.388657,0.224018,2.825,5
-0.843391,0.074665,0.252075,2.833333,5
-0.844562,0.010094,0.268927,2.841667,5
-0.845728,0.00096,0.267984,2.85,5
-0.84689,6.4e-05,0.2583,2.858333,5
-0.848048,3e-06,0.249331,2.866667,5
-0.849202,0.0,0.241061,2.875,5
-0.850352,0.0,0.240825,2.883333,5
-0.851498,0.0,0.24211,2.891667,5
-0.85264,0.0,0.240944,2.9,5
-0.853778,0.0,0.244892,2.908333,5
-0.854912,0.0,0.245929,2.916667,5
-0.856042,0.0,0.230305,2.925,5
-0.857167,0.0,0.212801,2.933333,5
-0.858289,0.0,0.193907,2.941667,5
-0.859406,0.0,0.168847,2.95,5
-0.86052,0.0,0.142551,2.958333,5
-0.861629,0.0,0.105972,2.966667,5
-0.862734,0.0,0.094186,2.975,5
-0.863836,0.0,0.099453,2.983333,5
-0.864933,0.0,0.100795,2.991667,5
-0.866025,0.0,0.104232,3.0,5
-0.867114,0.0,0.110942,3.008333,5
-0.868199,0.0,0.11738,3.016667,5
-0.869279,0.0,0.119224,3.025,5
-0.870356,0.0,0.132981,3.033333,5
-0.871428,0.0,0.146616,3.041667,5
-0.872496,0.0,0.158019,3.05,5
-0.87356,0.0,0.16097,3.058333,5
-0.87462,0.0,0.159163,3.066667,5
-0.875675,0.0,0.158338,3.075,5
-0.876727,0.0,0.158608,3.083333,5
-0.877774,0.0,0.168969,3.091667,5
-0.878817,0.0,0.179304,3.1,5
-0.879856,0.0,0.179518,3.108333,5
-0.880891,0.0,0.180792,3.116667,5
-0.881921,5e-06,0.187007,3.125,5
-0.882948,9.4e-05,0.194975,3.133333,5
-0.88397,0.001304,0.208217,3.141667,5
-0.884988,0.012686,0.224913,3.15,5
-0.886001,0.086856,0.232297,3.158333,5
-0.887011,0.418775,0.227556,3.166667,5
-0.888016,1.422752,0.210506,3.175,5
-0.889017,3.40801,0.188867,3.183333,5
-0.890014,5.758974,0.1884,3.191667,5
-0.891007,6.869039,0.225249,3.2,0
-0.891995,5.785804,0.242945,3.208333,1
-0.892979,3.442906,0.242497,3.216667,1
-0.893959,1.447822,0.241837,3.225,2
-0.894934,0.430367,0.236902,3.233333,2
-0.895906,0.090836,0.231591,3.241667,2
-0.896873,0.018974,0.219215,3.25,2
-0.897836,0.053522,0.222605,3.258333,2
-0.898794,0.34637,0.244626,3.266667,2
-0.899748,1.627101,0.26397,3.275,2
-0.900698,5.407382,0.256913,3.283333,2
-0.901644,12.710898,0.255488,3.291667,2
-0.902585,21.136761,0.255329,3.3,2
-0.903522,24.867845,0.256778,3.308333,0
-0.904455,20.703239,0.260492,3.316667,0
-0.905384,12.198046,0.264304,3.325,0
-0.906308,5.086555,0.27221,3.333333,1
-0.907228,1.501195,0.277085,3.341667,2
-0.908143,0.313537,0.278042,3.35,2
-0.909054,0.046333,0.275916,3.358333,2
-0.909961,0.004843,0.253809,3.366667,2
-0.910864,0.000358,0.239092,3.375,2
-0.911762,1.9e-05,0.238284,3.383333,2
-0.912656,1e-06,0.230569,3.391667,2
-0.913545,0.0,0.216816,3.4,2
-0.914431,0.0,0.207109,3.408333,2
-0.915311,0.0,0.205385,3.416667,2
-0.916188,0.0,0.199901,3.425,2
-0.91706,0.0,0.165852,3.433333,2
-0.917928,0.0,0.092343,3.441667,1
-0.918791,0.0,0.081907,3.45,2
-0.91965,0.0,0.084533,3.458333,2
-0.920505,0.0,0.085628,3.466667,2
-0.921355,0.0,0.086311,3.475,2
-0.922201,0.0,0.092389,3.483333,2
-0.923042,0.0,0.103078,3.491667,2
-0.92388,0.0,0.116924,3.5,2
-0.924712,0.0,0.138809,3.508333,2
-0.925541,0.0,0.153105,3.516667,2
-0.926364,0.0,0.157148,3.525,2
-0.927184,0.0,0.153995,3.533333,2
-0.927999,0.0,0.148859,3.541667,2
-0.92881,0.0,0.150952,3.55,2
-0.929616,0.0,0.15969,3.558333,2
-0.930418,0.0,0.163499,3.566667,2
-0.931215,0.0,0.163375,3.575,2
-0.932008,0.0,0.150861,3.583333,2
-0.932796,0.0,0.136771,3.591667,2
-0.93358,0.0,0.124767,3.6,2
-0.93436,0.0,0.121648,3.608333,2
-0.935135,0.0,0.12082,3.616667,2
-0.935906,0.0,0.121118,3.625,2
-0.936672,0.0,0.117906,3.633333,2
-0.937434,0.0,0.114603,3.641667,2
-0.938191,0.0,0.115915,3.65,2
-0.938944,0.0,0.116985,3.658333,2
-0.939693,0.0,0.119619,3.666667,2
-0.940437,0.0,0.122841,3.675,2
-0.941176,0.0,0.122968,3.683333,2
-0.941911,0.0,0.117842,3.691667,2
-0.942641,0.0,0.106259,3.7,2
-0.943368,0.0,0.098725,3.708333,2
-0.944089,0.0,0.098962,3.716667,2
-0.944806,0.0,0.099157,3.725,3
-0.945519,0.0,0.112108,3.733333,3
-0.946227,0.0,0.113137,3.741667,3
-0.94693,0.0,0.164267,3.75,3
-0.947629,0.0,0.241863,3.758333,3
-0.948324,2e-06,0.299313,3.766667,3
-0.949014,4.7e-05,0.325498,3.775,3
-0.949699,0.000779,0.32448,3.783333,3
-0.95038,0.009064,0.336445,3.791667,3
-0.951057,0.073981,0.386919,3.8,3
-0.951728,0.423468,0.423922,3.808333,3
-0.952396,1.699949,0.427744,3.816667,3
-0.953059,4.786211,0.427822,3.825,3
-0.953717,9.45169,0.427694,3.833333,3
-0.954371,13.091902,0.427644,3.841667,0
-0.95502,12.719744,0.428177,3.85,0
-0.955665,8.668336,0.429303,3.858333,1
-0.956305,4.143495,0.429586,3.866667,1
-0.95694,1.389174,0.429573,3.875,2
-0.957571,0.32665,0.429529,3.883333,2
-0.958198,0.053866,0.428779,3.891667,2
-0.95882,0.006229,0.419911,3.9,2
-0.959437,0.000505,0.418833,3.908333,2
-0.96005,2.9e-05,0.405078,3.916667,2
-0.960658,1e-06,0.362544,3.925,2
-0.961262,0.0,0.302152,3.933333,2
-0.961861,0.0,0.248029,3.941667,2
-0.962455,0.0,0.234825,3.95,2
-0.963045,0.0,0.228828,3.958333,2
-0.96363,0.0,0.167531,3.966667,2
-0.964211,0.0,0.067899,3.975,2
-0.964787,0.0,0.048793,3.983333,2
-0.965359,0.0,0.061894,3.991667,2
-0.965926,0.0,0.077252,4.0,2
-0.966488,0.0,0.118063,4.008333,2
-0.967046,0.0,0.184446,4.016667,2
-0.967599,0.0,0.235563,4.025,2
-0.968148,4e-06,0.266036,4.033333,2
-0.968692,9e-05,0.27282,4.041667,2
-0.969231,0.001262,0.274836,4.05,2
-0.969766,0.012419,0.306913,4.058333,2
-0.970296,0.085733,0.366844,4.066667,2
-0.970821,0.415044,0.389429,4.075,2
-0.971342,1.409181,0.397604,4.083333,2
-0.971858,3.355754,0.404025,4.091667,2
-0.97237,5.605081,0.40632,4.1,2
-0.972877,6.566788,0.406486,4.108333,0
-0.973379,5.39643,0.406607,4.116667,0
-0.973877,3.11056,0.406637,4.125,1
-0.97437,1.257587,0.406664,4.133333,1
-0.974859,0.356604,0.407057,4.141667,2
-0.975342,0.070918,0.408851,4.15,2
-0.975821,0.009891,0.40738,4.158333,2
-0.976296,0.000967,0.404592,4.166667,1
-0.976766,6.6e-05,0.395067,4.175,2
-0.977231,3e-06,0.365562,4.183333,2
-0.977692,0.0,0.319337,4.191667,2
-0.978148,0.0,0.269518,4.2,2
-0.978599,0.0,0.241088,4.208333,2
-0.979045,0.0,0.240209,4.216667,2
-0.979487,0.0,0.226797,4.225,2
-0.979925,0.0,0.166104,4.233333,2
-0.980357,0.0,0.133809,4.241667,2
-0.980785,0.0,0.123167,4.25,0
-0.981209,0.0,0.115911,4.258333,0
-0.981627,0.0,0.116136,4.266667,1
-0.982041,0.0,0.116822,4.275,1
-0.98245,0.0,0.152056,4.283333,1
-0.982855,0.0,0.28287,4.291667,0
-0.983255,0.0,0.388692,4.3,1
-0.98365,0.0,0.410419,4.308333,1
-0.984041,0.0,0.430782,4.316667,1
-0.984427,1e-06,0.614078,4.325,1
-0.984808,3.2e-05,0.961931,4.333333,0
-0.985184,0.000547,1.32971,4.341667,0
-0.985556,0.006598,1.627771,4.35,0
-0.985923,0.056146,1.801347,4.358333,0
-0.986286,0.338272,1.910716,4.366667,0
-0.986643,1.452258,1.9927,4.375,0
-0.986996,4.497012,2.041589,4.383333,0
-0.987345,10.27301,2.073134,4.391667,0
-0.987688,17.993896,2.077147,4.4,0
-0.988027,25.521265,2.043259,4.408333,0
-0.988362,31.071423,2.010041,4.416667,0
-0.988691,34.582764,2.014223,4.425,0
-0.989016,39.28127,2.057739,4.433333,0
-0.989336,50.364393,2.101538,4.441667,0
-0.989651,66.736777,2.120006,4.45,0
-0.989962,77.381373,2.066974,4.458333,0
-0.990268,73.105541,1.987053,4.466667,0
-0.990569,57.234704,1.943753,4.475,0
-0.990866,39.467992,1.954768,4.483333,0
-0.991158,25.245756,1.995122,4.491667,0
-0.991445,14.782283,2.000306,4.5,0
-0.991727,7.403479,1.940796,4.508333,0
-0.992005,3.083958,1.819329,4.516667,0
-0.992278,1.711822,1.721041,4.525,0
-0.992546,1.480453,1.633553,4.533333,0
-0.99281,1.688558,1.512131,4.541667,0
-0.993068,2.210632,1.352267,4.55,0
-0.993323,2.901251,1.114509,4.558333,0
-0.993572,3.592955,0.80345,4.566667,0
-0.993816,4.114909,0.498911,4.575,0
-0.994056,4.331825,0.332899,4.583333,0
-0.994291,4.187726,0.326347,4.591667,0
-0.994522,3.714469,0.308424,4.6,0
-0.258819,1.291716,0.70605,0.0,0
-0.260926,0.719572,0.713036,0.008333,0
-0.263031,0.412166,0.725393,0.016667,0
-0.265135,0.241895,0.733679,0.025,0
-0.267238,0.142012,0.742148,0.033333,0
-0.26934,0.080948,0.736485,0.041667,0
-0.27144,0.043728,0.721749,0.05,0
-0.27354,0.022038,0.706968,0.058333,0
-0.275637,0.010268,0.690704,0.066667,0
-0.277734,0.004401,0.649161,0.075,0
-0.279829,0.000624,0.470328,0.083333,0
-0.281923,6.2e-05,0.33637,0.091667,1
-0.284015,4e-06,0.254727,0.1,1
-0.286106,0.0,0.230968,0.108333,1
-0.288196,0.0,0.224393,0.116667,1
-0.290285,0.0,0.221945,0.125,1
-0.292372,0.0,0.22205,0.133333,2
-0.294457,0.0,0.201681,0.141667,2
-0.296542,0.0,0.184788,0.15,2
-0.298624,0.0,0.184481,0.158333,2
-0.300706,0.0,0.185522,0.166667,2
-0.302786,0.0,0.184567,0.175,2
-0.304864,0.0,0.174922,0.183333,2
-0.306941,0.0,0.158914,0.191667,2
-0.309017,0.0,0.125267,0.2,2
-0.311091,0.0,0.104859,0.208333,2
-0.313164,0.0,0.102466,0.216667,2
-0.315235,0.0,0.104037,0.225,2
-0.317305,0.0,0.113488,0.233333,2
-0.319373,0.0,0.133387,0.241667,2
-0.321439,0.0,0.155444,0.25,2
-0.323505,0.0,0.175266,0.258333,2
-0.325568,0.0,0.185325,0.266667,2
-0.32763,0.0,0.184922,0.275,2
-0.329691,0.0,0.181709,0.283333,2
-0.33175,0.0,0.179508,0.291667,3
-0.333807,0.0,0.179117,0.3,3
-0.335863,0.0,0.181631,0.308333,3
-0.337917,0.0,0.187136,0.316667,3
-0.339969,0.0,0.192871,0.325,3
-0.34202,0.0,0.19111,0.333333,3
-0.344069,0.0,0.184153,0.341667,3
-0.346117,0.0,0.174609,0.35,3
-0.348163,0.0,0.165631,0.358333,3
-0.350207,0.0,0.187235,0.366667,3
-0.35225,0.0,0.241554,0.375,3
-0.354291,3e-06,0.291421,0.383333,3
-0.35633,6.5e-05,0.320225,0.391667,3
-0.358368,0.000954,0.323759,0.4,3
-0.360404,0.009773,0.318865,0.408333,3
-0.362438,0.070218,0.333907,0.416667,3
-0.36447,0.353795,0.357669,0.425,3
-0.366501,1.250185,0.361254,0.433333,3
-0.36853,3.098436,0.364363,0.441667,3
-0.370557,5.386109,0.367518,0.45,3
-0.372583,6.567246,0.369848,0.458333,3
-0.374607,5.616566,0.369675,0.466667,3
-0.376629,3.36926,0.368611,0.475,3
-0.378649,1.417633,0.36835,0.483333,3
-0.380667,0.418351,0.368657,0.491667,3
-0.382683,0.086585,0.368597,0.5,3
-0.384698,0.012567,0.368457,0.508333,3
-0.386711,0.001279,0.359428,0.516667,3
-0.388722,9.1e-05,0.364812,0.525,3
-0.390731,5e-06,0.366054,0.533333,3
-0.392738,0.0,0.338269,0.541667,3
-0.394744,0.0,0.282004,0.55,3
-0.396747,0.0,0.21067,0.558333,3
-0.398749,0.0,0.15526,0.566667,3
-0.400749,0.0,0.139629,0.575,3
-0.402747,0.0,0.12736,0.583333,3
-0.404743,0.0,0.097184,0.591667,3
-0.406737,0.0,0.098539,0.6,3
-0.408729,0.0,0.098942,0.608333,3
-0.410719,0.0,0.099359,0.616667,3
-0.412707,0.0,0.100027,0.625,3
